pais_codigo,pais_nombre,anio,pib_usd,crecimiento_pib_pct,pib_per_capita_usd,inflacion_pct,desempleo_pct,exportaciones_pct_pib,importaciones_pct_pib,fecha_extraccion,region,es_colombia
BR,Brazil,2015,,-3.54576339347278,8936.1955889444,9.02990102416136,8.538,12.9001914186486,14.0534345185884,2026-03-05T21:35:13.377882,América Latina,False
BR,Brazil,2016,,-3.2759169063211,8836.28546025694,8.73914352329393,11.58,12.4666790428125,12.0670030342632,2026-03-05T21:35:13.377882,América Latina,False
BR,Brazil,2017,,1.32286905390815,10080.5078722821,3.44637335032669,12.792,12.5189678705014,11.800766503667,2026-03-05T21:35:13.377882,América Latina,False
BR,Brazil,2018,,1.78366676137003,9300.66072904004,3.66485028376729,12.329,14.6349994958796,14.2412038802734,2026-03-05T21:35:13.377882,América Latina,False
BR,Brazil,2019,,1.22077782271943,9029.83304401079,3.73297621216894,11.936,14.1229191909095,14.7673386788259,2026-03-05T21:35:13.377882,América Latina,False
BR,Brazil,2020,,-3.27675879612903,7074.19407495707,3.21176803803376,13.697,16.4535520099709,15.8485265343782,2026-03-05T21:35:13.377882,América Latina,False
BR,Brazil,2021,,4.7626043797061,7972.53696080695,8.30165975585673,13.158,19.1094303686964,18.5469003905612,2026-03-05T21:35:13.377882,América Latina,False
BR,Brazil,2022,,3.01669435408112,9281.33282136864,9.28010608956873,9.231,19.6307650034838,19.1853009729483,2026-03-05T21:35:13.377882,América Latina,False
BR,Brazil,2023,,3.24165532813583,10377.5897719195,4.59356282283204,7.947,17.9693243032658,15.6969055268626,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2000,78339750721.364,4.9716214882971,5052.99245766325,3.84327295706565,10.491,30.1237538780926,28.5881692096046,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2001,71574739561.4329,3.15403492459967,4563.5952986689,3.56910053001467,10.39,31.8473112661696,30.2974557025949,2026-03-05T21:35:13.377882,América Latina,False
CL,Chile,2002,70264045939.2773,3.20279913520113,4430.84741157984,2.48939816650705,10.168,32.2572203545438,30.2266315470858,2026-03-05T21:35:13.377882,América Latina,False
